"Country","Province","Date","Retail_Recreation","Grocery_Pharmarcy","Parks","Transit_Stations","Workplaces","Residential"
"Netherlands","Zeeland",2020-11-04,-18,0,41,-35,-20,8
"Netherlands","Zeeland",2020-11-05,-22,3,33,-35,-20,9
"Netherlands","Zeeland",2020-11-06,-24,2,38,-32,-20,9
"Netherlands","Zeeland",2020-11-07,-27,3,56,-29,-8,7
"Netherlands","Zeeland",2020-11-08,-30,-3,61,-17,-10,5
"Netherlands","Zeeland",2020-11-09,-14,-4,35,-33,-20,8
"Netherlands","Zeeland",2020-11-10,-15,3,32,-34,-20,8
"Netherlands","Zeeland",2020-11-11,-12,11,37,-33,-21,9
"Netherlands","Zeeland",2020-11-12,-24,2,14,-35,-19,9
"Netherlands","Zeeland",2020-11-13,-29,1,7,-35,-18,9
"Netherlands","Zeeland",2020-11-14,-32,3,13,-38,-9,8
"Netherlands","Zeeland",2020-11-15,-54,-20,-40,-50,-15,7
"Netherlands","Zeeland",2020-11-16,-21,-8,0,-36,-19,9
"Netherlands","Zeeland",2020-11-17,-19,-1,9,-35,-18,8
"Netherlands","Zeeland",2020-11-18,-18,3,31,-33,-19,8
"Netherlands","Zeeland",2020-11-19,-27,-3,-14,-37,-17,9
"Netherlands","Zeeland",2020-11-20,-23,3,3,-33,-17,9
"Netherlands","Zeeland",2020-11-21,-29,3,-9,-39,-9,8
"Netherlands","Zeeland",2020-11-22,-38,-9,-8,-34,-11,6
"Netherlands","Zeeland",2020-11-23,-10,-3,9,-34,-17,8
"Netherlands","Zeeland",2020-11-24,-10,5,13,-32,-16,7
"Netherlands","Zeeland",2020-11-25,-15,1,4,-38,-22,8
"Netherlands","Zeeland",2020-11-26,-18,3,-8,-37,-17,9
"Netherlands","Zeeland",2020-11-27,-18,5,-2,-34,-17,8
"Netherlands","Zeeland",2020-11-28,-22,5,13,-33,-8,7
"Netherlands","Zeeland",2020-11-29,-35,-8,-10,-38,-11,5
"Netherlands","Zeeland",2020-11-30,-15,-7,-15,-40,-19,8
"Netherlands","Zeeland",2020-12-01,-15,-1,-6,-34,-17,8
"Netherlands","Zeeland",2020-12-02,-17,2,-8,-37,-16,7
"Netherlands","Zeeland",2020-12-03,-24,0,-23,-39,-17,9
"Netherlands","Zeeland",2020-12-04,-26,2,-18,-32,-16,9
"Netherlands","Zeeland",2020-12-05,-33,-1,-23,-44,-7,7
"Netherlands","Zeeland",2020-12-06,-41,-13,-19,-33,-13,5
"Netherlands","Zeeland",2020-12-07,-16,-8,-19,-37,-19,8
"Netherlands","Zeeland",2020-12-08,-13,1,-1,-36,-16,7
"Netherlands","Zeeland",2020-12-09,-23,-4,-20,-40,-18,8
"Netherlands","Zeeland",2020-12-10,-22,1,-7,-38,-17,9
"Netherlands","Zeeland",2020-12-11,-33,-6,-28,-38,-18,9
"Netherlands","Zeeland",2020-12-12,-34,-1,-22,-41,-8,8
"Netherlands","Zeeland",2020-12-13,-42,-9,-15,-36,-11,6
"Netherlands","Zeeland",2020-12-14,26,14,-11,-35,-18,7
"Netherlands","Zeeland",2020-12-15,-42,-1,-3,-39,-19,9
"Netherlands","Zeeland",2020-12-16,-46,-3,-5,-52,-31,11
"Netherlands","Zeeland",2020-12-17,-48,-2,-15,-55,-31,13
"Netherlands","Zeeland",2020-12-18,-48,-3,1,-53,-32,12
"Netherlands","Zeeland",2020-12-19,-60,-6,-21,-51,-13,10
"Netherlands","Zeeland",2020-12-20,-56,-13,10,-38,-14,6
"Netherlands","Zeeland",2020-12-21,-39,5,-10,-63,-46,15
"Netherlands","Zeeland",2020-12-22,-32,27,23,-56,-45,14
"Netherlands","Zeeland",2020-12-23,-33,33,4,-58,-47,13
"Netherlands","Zeeland",2020-12-24,-40,20,-6,-60,-56,17
"Netherlands","Zeeland",2020-12-25,-82,-77,-3,-71,-81,23
"Netherlands","Zeeland",2020-12-26,-82,-58,-21,-55,-40,11
"Netherlands","Zeeland",2020-12-27,-71,-32,-44,-54,-28,8
"Netherlands","Zeeland",2020-12-28,-31,9,52,-55,-57,17
"Netherlands","Zeeland",2020-12-29,-36,14,41,-59,-57,17
"Netherlands","Zeeland",2020-12-30,-33,29,43,-55,-57,16
"Netherlands","Zeeland",2020-12-31,-38,20,32,-58,-63,16
"Netherlands","Zeeland",2021-01-01,-76,-78,-3,-68,-81,23
"Netherlands","Zeeland",2021-01-02,-65,-12,-4,-45,-26,12
"Netherlands","Zeeland",2021-01-03,-62,-23,-15,-46,-18,7
"Netherlands","Zeeland",2021-01-04,-50,-11,-32,-57,-34,13
"Netherlands","Zeeland",2021-01-05,-50,-7,-17,-55,-32,13
"Netherlands","Zeeland",2021-01-06,-51,-5,-16,-54,-32,12
"Netherlands","Zeeland",2021-01-07,-56,-12,-31,-57,-32,14
"Netherlands","Zeeland",2021-01-08,-54,-8,-18,-51,-31,13
"Netherlands","Zeeland",2021-01-09,-57,-5,5,-42,-16,9
"Netherlands","Zeeland",2021-01-10,-59,-18,6,-34,-18,6
"Netherlands","Zeeland",2021-01-11,-47,-11,-21,-51,-31,12
"Netherlands","Zeeland",2021-01-12,-48,-6,-8,-51,-30,12
"Netherlands","Zeeland",2021-01-13,-51,-6,-6,-52,-30,10
"Netherlands","Zeeland",2021-01-14,-55,-12,-30,-53,-31,13
"Netherlands","Zeeland",2021-01-15,-54,-8,-20,-48,-31,11
"Netherlands","Zeeland",2021-01-16,-67,-16,-35,-52,-21,11
"Netherlands","Zeeland",2021-01-17,-62,-22,-17,-40,-18,6
